Część;Dział;Rozdział;Treść;Plan;id;parent;label;super_label;Treść_część;Treść_dział;per_capita;percapita_super_label
85/08;855;;Rodzina;483351;85/08-855;85/08;483.4 MLN;Rodzina 483.4 MLN;WOJEWÓDZTWO LUBUSKIE;Rodzina;12;Rodzina 12 zł
85/08;855;85502;Świadczenia rodzinne, świadczenie z funduszu alimentacyjnego oraz składki na ubezpieczenia emerytalne i rentowe z ubezpieczenia społecznego;469709;85/08-855-85502;85/08-855;469.7 MLN;Świadczenia rodzinne, świadczenie z funduszu alimentacyjnego oraz składki na ubezpieczenia emerytalne i rentowe z ubezpieczenia społecznego 469.7 MLN;WOJEWÓDZTWO LUBUSKIE;Rodzina;12;Świadczenia rodzinne, świadczenie z funduszu alimentacyjnego oraz składki na ubezpieczenia emerytalne i rentowe z ubezpieczenia społecznego 12 zł
85/08;855;85503;Karta Dużej Rodziny;30;85/08-855-85503;85/08-855;0.0 MLN;Karta Dużej Rodziny 0.0 MLN;WOJEWÓDZTWO LUBUSKIE;Rodzina;0;Karta Dużej Rodziny 0 zł
85/08;855;85508;Rodziny zastępcze;24;85/08-855-85508;85/08-855;0.0 MLN;Rodziny zastępcze 0.0 MLN;WOJEWÓDZTWO LUBUSKIE;Rodzina;0;Rodziny zastępcze 0 zł
85/08;855;85509;Działalność ośrodków adopcyjnych;1544;85/08-855-85509;85/08-855;1.5 MLN;Działalność ośrodków adopcyjnych 1.5 MLN;WOJEWÓDZTWO LUBUSKIE;Rodzina;0;Działalność ośrodków adopcyjnych 0 zł
85/08;855;85513;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia rodzinne oraz za osoby pobierające zasiłki dla opiekunów;9630;85/08-855-85513;85/08-855;9.6 MLN;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia rodzinne oraz za osoby pobierające zasiłki dla opiekunów 9.6 MLN;WOJEWÓDZTWO LUBUSKIE;Rodzina;0;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia rodzinne oraz za osoby pobierające zasiłki dla opiekunów 0 zł
85/08;855;85515;Koordynacja systemów zabezpieczenia społecznego w obszarze świadczeń rodzinnych oraz świadczenia wychowawczego;2349;85/08-855-85515;85/08-855;2.3 MLN;Koordynacja systemów zabezpieczenia społecznego w obszarze świadczeń rodzinnych oraz świadczenia wychowawczego 2.3 MLN;WOJEWÓDZTWO LUBUSKIE;Rodzina;0;Koordynacja systemów zabezpieczenia społecznego w obszarze świadczeń rodzinnych oraz świadczenia wychowawczego 0 zł
85/08;855;85516;System opieki nad dziećmi w wieku do lat 3;65;85/08-855-85516;85/08-855;0.1 MLN;System opieki nad dziećmi w wieku do lat 3 0.1 MLN;WOJEWÓDZTWO LUBUSKIE;Rodzina;0;System opieki nad dziećmi w wieku do lat 3 0 zł
85/08;900;;Gospodarka komunalna i ochrona środowiska;9374;85/08-900;85/08;9.4 MLN;Gospodarka komunalna i ochrona środowiska 9.4 MLN;WOJEWÓDZTWO LUBUSKIE;Gospodarka komunalna i ochrona środowiska;0;Gospodarka komunalna i ochrona środowiska 0 zł
85/08;900;90005;Ochrona powietrza atmosferycznego i klimatu;62;85/08-900-90005;85/08-900;0.1 MLN;Ochrona powietrza atmosferycznego i klimatu 0.1 MLN;WOJEWÓDZTWO LUBUSKIE;Gospodarka komunalna i ochrona środowiska;0;Ochrona powietrza atmosferycznego i klimatu 0 zł
85/08;900;90007;Zmniejszenie hałasu i wibracji;50;85/08-900-90007;85/08-900;0.1 MLN;Zmniejszenie hałasu i wibracji 0.1 MLN;WOJEWÓDZTWO LUBUSKIE;Gospodarka komunalna i ochrona środowiska;0;Zmniejszenie hałasu i wibracji 0 zł
85/08;900;90014;Inspekcja Ochrony Środowiska;9250;85/08-900-90014;85/08-900;9.2 MLN;Inspekcja Ochrony Środowiska 9.2 MLN;WOJEWÓDZTWO LUBUSKIE;Gospodarka komunalna i ochrona środowiska;0;Inspekcja Ochrony Środowiska 0 zł
85/08;900;90026;Pozostałe działania związane z gospodarką odpadami;12;85/08-900-90026;85/08-900;0.0 MLN;Pozostałe działania związane z gospodarką odpadami 0.0 MLN;WOJEWÓDZTWO LUBUSKIE;Gospodarka komunalna i ochrona środowiska;0;Pozostałe działania związane z gospodarką odpadami 0 zł
85/08;921;;Kultura i ochrona dziedzictwa narodowego;4466;85/08-921;85/08;4.5 MLN;Kultura i ochrona dziedzictwa narodowego 4.5 MLN;WOJEWÓDZTWO LUBUSKIE;Kultura i ochrona dziedzictwa narodowego;0;Kultura i ochrona dziedzictwa narodowego 0 zł
85/08;921;92120;Ochrona zabytków i opieka nad zabytkami;788;85/08-921-92120;85/08-921;0.8 MLN;Ochrona zabytków i opieka nad zabytkami 0.8 MLN;WOJEWÓDZTWO LUBUSKIE;Kultura i ochrona dziedzictwa narodowego;0;Ochrona zabytków i opieka nad zabytkami 0 zł
85/08;921;92121;Wojewódzkie Urzędy Ochrony Zabytków;3678;85/08-921-92121;85/08-921;3.7 MLN;Wojewódzkie Urzędy Ochrony Zabytków 3.7 MLN;WOJEWÓDZTWO LUBUSKIE;Kultura i ochrona dziedzictwa narodowego;0;Wojewódzkie Urzędy Ochrony Zabytków 0 zł
85/08;925;;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody;670;85/08-925;85/08;0.7 MLN;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody 0.7 MLN;WOJEWÓDZTWO LUBUSKIE;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody;0;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody 0 zł
85/08;925;92502;Parki krajobrazowe;670;85/08-925-92502;85/08-925;0.7 MLN;Parki krajobrazowe 0.7 MLN;WOJEWÓDZTWO LUBUSKIE;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody;0;Parki krajobrazowe 0 zł
85/10;;;WOJEWÓDZTWO ŁÓDZKIE;2151259;85/10;total;2.2 MLD;WOJEWÓDZTWO ŁÓDZKIE 2.2 MLD;WOJEWÓDZTWO ŁÓDZKIE;WOJEWÓDZTWO ŁÓDZKIE;56;WOJEWÓDZTWO ŁÓDZKIE 56 zł
85/10;010;;Rolnictwo i łowiectwo;149206;85/10-010;85/10;149.2 MLN;Rolnictwo i łowiectwo 149.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo;3;Rolnictwo i łowiectwo 3 zł
85/10;010;01005;Prace geodezyjno-urządzeniowe na potrzeby rolnictwa;5416;85/10-010-01005;85/10-010;5.4 MLN;Prace geodezyjno-urządzeniowe na potrzeby rolnictwa 5.4 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo;0;Prace geodezyjno-urządzeniowe na potrzeby rolnictwa 0 zł
85/10;010;01009;Spółki wodne;98;85/10-010-01009;85/10-010;0.1 MLN;Spółki wodne 0.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo;0;Spółki wodne 0 zł
85/10;010;01022;Zwalczanie chorób zakaźnych zwierząt oraz badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt i produktach pochodzenia zwierzęcego;21308;85/10-010-01022;85/10-010;21.3 MLN;Zwalczanie chorób zakaźnych zwierząt oraz badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt i produktach pochodzenia zwierzęcego 21.3 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo;0;Zwalczanie chorób zakaźnych zwierząt oraz badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt i produktach pochodzenia zwierzęcego 0 zł
85/10;010;01023;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych;3677;85/10-010-01023;85/10-010;3.7 MLN;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych 3.7 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo;0;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych 0 zł
85/10;010;01032;Państwowa Inspekcja Ochrony Roślin i Nasiennictwa;14175;85/10-010-01032;85/10-010;14.2 MLN;Państwowa Inspekcja Ochrony Roślin i Nasiennictwa 14.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo;0;Państwowa Inspekcja Ochrony Roślin i Nasiennictwa 0 zł
85/10;010;01033;Wojewódzkie inspektoraty weterynarii;9733;85/10-010-01033;85/10-010;9.7 MLN;Wojewódzkie inspektoraty weterynarii 9.7 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo;0;Wojewódzkie inspektoraty weterynarii 0 zł
85/10;010;01034;Powiatowe inspektoraty weterynarii;85111;85/10-010-01034;85/10-010;85.1 MLN;Powiatowe inspektoraty weterynarii 85.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo;2;Powiatowe inspektoraty weterynarii 2 zł
85/10;010;01041;Program Rozwoju Obszarów Wiejskich;8175;85/10-010-01041;85/10-010;8.2 MLN;Program Rozwoju Obszarów Wiejskich 8.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo;0;Program Rozwoju Obszarów Wiejskich 0 zł
85/10;010;01095;Pozostała działalność;1513;85/10-010-01095;85/10-010;1.5 MLN;Pozostała działalność 1.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo;0;Pozostała działalność 0 zł
85/10;050;;Rybołówstwo i rybactwo;2062;85/10-050;85/10;2.1 MLN;Rybołówstwo i rybactwo 2.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rybołówstwo i rybactwo;0;Rybołówstwo i rybactwo 0 zł
85/10;050;05003;Państwowa Straż Rybacka;2062;85/10-050-05003;85/10-050;2.1 MLN;Państwowa Straż Rybacka 2.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rybołówstwo i rybactwo;0;Państwowa Straż Rybacka 0 zł
85/10;500;;Handel;7562;85/10-500;85/10;7.6 MLN;Handel 7.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Handel;0;Handel 0 zł
85/10;500;50001;Inspekcja Handlowa;7562;85/10-500-50001;85/10-500;7.6 MLN;Inspekcja Handlowa 7.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Handel;0;Inspekcja Handlowa 0 zł
85/10;600;;Transport i łączność;38373;85/10-600;85/10;38.4 MLN;Transport i łączność 38.4 MLN;WOJEWÓDZTWO ŁÓDZKIE;Transport i łączność;1;Transport i łączność 1 zł
85/10;600;60003;Krajowe pasażerskie przewozy autobusowe;28000;85/10-600-60003;85/10-600;28.0 MLN;Krajowe pasażerskie przewozy autobusowe 28.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Transport i łączność;0;Krajowe pasażerskie przewozy autobusowe 0 zł
85/10;600;60031;Przejścia graniczne;1178;85/10-600-60031;85/10-600;1.2 MLN;Przejścia graniczne 1.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Transport i łączność;0;Przejścia graniczne 0 zł
85/10;600;60055;Inspekcja Transportu Drogowego;9044;85/10-600-60055;85/10-600;9.0 MLN;Inspekcja Transportu Drogowego 9.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Transport i łączność;0;Inspekcja Transportu Drogowego 0 zł
85/10;600;60095;Pozostała działalność;151;85/10-600-60095;85/10-600;0.2 MLN;Pozostała działalność 0.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Transport i łączność;0;Pozostała działalność 0 zł
85/10;630;;Turystyka;2;85/10-630;85/10;0.0 MLN;Turystyka 0.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Turystyka;0;Turystyka 0 zł
85/10;630;63095;Pozostała działalność;2;85/10-630-63095;85/10-630;0.0 MLN;Pozostała działalność 0.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Turystyka;0;Pozostała działalność 0 zł
85/10;700;;Gospodarka mieszkaniowa;12704;85/10-700;85/10;12.7 MLN;Gospodarka mieszkaniowa 12.7 MLN;WOJEWÓDZTWO ŁÓDZKIE;Gospodarka mieszkaniowa;0;Gospodarka mieszkaniowa 0 zł
85/10;700;70005;Gospodarka gruntami i nieruchomościami;12704;85/10-700-70005;85/10-700;12.7 MLN;Gospodarka gruntami i nieruchomościami 12.7 MLN;WOJEWÓDZTWO ŁÓDZKIE;Gospodarka mieszkaniowa;0;Gospodarka gruntami i nieruchomościami 0 zł
85/10;710;;Działalność usługowa;31495;85/10-710;85/10;31.5 MLN;Działalność usługowa 31.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Działalność usługowa;0;Działalność usługowa 0 zł
85/10;710;71004;Plany zagospodarowania przestrzennego;55;85/10-710-71004;85/10-710;0.1 MLN;Plany zagospodarowania przestrzennego 0.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Działalność usługowa;0;Plany zagospodarowania przestrzennego 0 zł
85/10;710;71012;Zadania z zakresu geodezji i kartografii;3870;85/10-710-71012;85/10-710;3.9 MLN;Zadania z zakresu geodezji i kartografii 3.9 MLN;WOJEWÓDZTWO ŁÓDZKIE;Działalność usługowa;0;Zadania z zakresu geodezji i kartografii 0 zł
85/10;710;71015;Nadzór budowlany;26305;85/10-710-71015;85/10-710;26.3 MLN;Nadzór budowlany 26.3 MLN;WOJEWÓDZTWO ŁÓDZKIE;Działalność usługowa;0;Nadzór budowlany 0 zł
85/10;710;71035;Cmentarze;1190;85/10-710-71035;85/10-710;1.2 MLN;Cmentarze 1.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Działalność usługowa;0;Cmentarze 0 zł
85/10;710;71095;Pozostała działalność;75;85/10-710-71095;85/10-710;0.1 MLN;Pozostała działalność 0.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Działalność usługowa;0;Pozostała działalność 0 zł
85/10;750;;Administracja publiczna;141785;85/10-750;85/10;141.8 MLN;Administracja publiczna 141.8 MLN;WOJEWÓDZTWO ŁÓDZKIE;Administracja publiczna;3;Administracja publiczna 3 zł
85/10;750;75011;Urzędy wojewódzkie;132501;85/10-750-75011;85/10-750;132.5 MLN;Urzędy wojewódzkie 132.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Administracja publiczna;3;Urzędy wojewódzkie 3 zł
85/10;750;75018;Urzędy marszałkowskie;36;85/10-750-75018;85/10-750;0.0 MLN;Urzędy marszałkowskie 0.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Administracja publiczna;0;Urzędy marszałkowskie 0 zł
85/10;750;75081;System powiadamiania ratunkowego;9048;85/10-750-75081;85/10-750;9.0 MLN;System powiadamiania ratunkowego 9.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Administracja publiczna;0;System powiadamiania ratunkowego 0 zł
85/10;750;75084;Funkcjonowanie wojewódzkich rad dialogu społecznego;200;85/10-750-75084;85/10-750;0.2 MLN;Funkcjonowanie wojewódzkich rad dialogu społecznego 0.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Administracja publiczna;0;Funkcjonowanie wojewódzkich rad dialogu społecznego 0 zł
85/10;752;;Obrona narodowa;2573;85/10-752;85/10;2.6 MLN;Obrona narodowa 2.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Obrona narodowa;0;Obrona narodowa 0 zł
85/10;752;75212;Pozostałe wydatki obronne;163;85/10-752-75212;85/10-752;0.2 MLN;Pozostałe wydatki obronne 0.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Obrona narodowa;0;Pozostałe wydatki obronne 0 zł
85/10;752;75224;Kwalifikacja wojskowa;2410;85/10-752-75224;85/10-752;2.4 MLN;Kwalifikacja wojskowa 2.4 MLN;WOJEWÓDZTWO ŁÓDZKIE;Obrona narodowa;0;Kwalifikacja wojskowa 0 zł
85/10;754;;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;275102;85/10-754;85/10;275.1 MLN;Bezpieczeństwo publiczne i ochrona przeciwpożarowa 275.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;7;Bezpieczeństwo publiczne i ochrona przeciwpożarowa 7 zł
85/10;754;75410;Komendy wojewódzkie Państwowej Straży Pożarnej;16874;85/10-754-75410;85/10-754;16.9 MLN;Komendy wojewódzkie Państwowej Straży Pożarnej 16.9 MLN;WOJEWÓDZTWO ŁÓDZKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;0;Komendy wojewódzkie Państwowej Straży Pożarnej 0 zł
85/10;754;75411;Komendy powiatowe Państwowej Straży Pożarnej;253883;85/10-754-75411;85/10-754;253.9 MLN;Komendy powiatowe Państwowej Straży Pożarnej 253.9 MLN;WOJEWÓDZTWO ŁÓDZKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;6;Komendy powiatowe Państwowej Straży Pożarnej 6 zł
85/10;754;75415;Zadania ratownictwa górskiego i wodnego;99;85/10-754-75415;85/10-754;0.1 MLN;Zadania ratownictwa górskiego i wodnego 0.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;0;Zadania ratownictwa górskiego i wodnego 0 zł
85/10;754;75421;Zarządzanie kryzysowe;4246;85/10-754-75421;85/10-754;4.2 MLN;Zarządzanie kryzysowe 4.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;0;Zarządzanie kryzysowe 0 zł
85/10;755;;Wymiar sprawiedliwości;6600;85/10-755;85/10;6.6 MLN;Wymiar sprawiedliwości 6.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Wymiar sprawiedliwości;0;Wymiar sprawiedliwości 0 zł
85/10;755;75515;Nieodpłatna pomoc prawna;6600;85/10-755-75515;85/10-755;6.6 MLN;Nieodpłatna pomoc prawna 6.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Wymiar sprawiedliwości;0;Nieodpłatna pomoc prawna 0 zł
85/10;758;;Różne rozliczenia;10992;85/10-758;85/10;11.0 MLN;Różne rozliczenia 11.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Różne rozliczenia;0;Różne rozliczenia 0 zł
85/10;758;75814;Różne rozliczenia finansowe;203;85/10-758-75814;85/10-758;0.2 MLN;Różne rozliczenia finansowe 0.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Różne rozliczenia;0;Różne rozliczenia finansowe 0 zł
85/10;758;75818;Rezerwy ogólne i celowe;10789;85/10-758-75818;85/10-758;10.8 MLN;Rezerwy ogólne i celowe 10.8 MLN;WOJEWÓDZTWO ŁÓDZKIE;Różne rozliczenia;0;Rezerwy ogólne i celowe 0 zł
85/10;801;;Oświata i wychowanie;21287;85/10-801;85/10;21.3 MLN;Oświata i wychowanie 21.3 MLN;WOJEWÓDZTWO ŁÓDZKIE;Oświata i wychowanie;0;Oświata i wychowanie 0 zł
85/10;801;80136;Kuratoria oświaty;15716;85/10-801-80136;85/10-801;15.7 MLN;Kuratoria oświaty 15.7 MLN;WOJEWÓDZTWO ŁÓDZKIE;Oświata i wychowanie;0;Kuratoria oświaty 0 zł
85/10;801;80146;Dokształcanie i doskonalenie nauczycieli;4535;85/10-801-80146;85/10-801;4.5 MLN;Dokształcanie i doskonalenie nauczycieli 4.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Oświata i wychowanie;0;Dokształcanie i doskonalenie nauczycieli 0 zł
85/10;801;80195;Pozostała działalność;1036;85/10-801-80195;85/10-801;1.0 MLN;Pozostała działalność 1.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Oświata i wychowanie;0;Pozostała działalność 0 zł
85/10;851;;Ochrona zdrowia;253596;85/10-851;85/10;253.6 MLN;Ochrona zdrowia 253.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ochrona zdrowia;6;Ochrona zdrowia 6 zł
85/10;851;85132;Inspekcja Sanitarna;176398;85/10-851-85132;85/10-851;176.4 MLN;Inspekcja Sanitarna 176.4 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ochrona zdrowia;4;Inspekcja Sanitarna 4 zł
85/10;851;85133;Inspekcja Farmaceutyczna;2907;85/10-851-85133;85/10-851;2.9 MLN;Inspekcja Farmaceutyczna 2.9 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ochrona zdrowia;0;Inspekcja Farmaceutyczna 0 zł
85/10;851;85146;Działalność dyspozytorni medycznych;14071;85/10-851-85146;85/10-851;14.1 MLN;Działalność dyspozytorni medycznych 14.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ochrona zdrowia;0;Działalność dyspozytorni medycznych 0 zł
85/10;851;85152;Zapobieganie i zwalczanie AIDS;62;85/10-851-85152;85/10-851;0.1 MLN;Zapobieganie i zwalczanie AIDS 0.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ochrona zdrowia;0;Zapobieganie i zwalczanie AIDS 0 zł
85/10;851;85157;Staże i specjalizacje medyczne;58314;85/10-851-85157;85/10-851;58.3 MLN;Staże i specjalizacje medyczne 58.3 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ochrona zdrowia;1;Staże i specjalizacje medyczne 1 zł
85/10;851;85195;Pozostała działalność;1844;85/10-851-85195;85/10-851;1.8 MLN;Pozostała działalność 1.8 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ochrona zdrowia;0;Pozostała działalność 0 zł
85/10;852;;Pomoc społeczna;312397;85/10-852;85/10;312.4 MLN;Pomoc społeczna 312.4 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna;8;Pomoc społeczna 8 zł
85/10;852;85202;Domy pomocy społecznej;57479;85/10-852-85202;85/10-852;57.5 MLN;Domy pomocy społecznej 57.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna;1;Domy pomocy społecznej 1 zł
85/10;852;85203;Ośrodki wsparcia;51743;85/10-852-85203;85/10-852;51.7 MLN;Ośrodki wsparcia 51.7 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna;1;Ośrodki wsparcia 1 zł
85/10;852;85205;Zadania w zakresie przeciwdziałania przemocy w rodzinie;759;85/10-852-85205;85/10-852;0.8 MLN;Zadania w zakresie przeciwdziałania przemocy w rodzinie 0.8 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna;0;Zadania w zakresie przeciwdziałania przemocy w rodzinie 0 zł
85/10;852;85213;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej;6904;85/10-852-85213;85/10-852;6.9 MLN;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej 6.9 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna;0;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej 0 zł
85/10;852;85214;Zasiłki okresowe, celowe i pomoc w naturze oraz składki na ubezpieczenia emerytalne i rentowe;45423;85/10-852-85214;85/10-852;45.4 MLN;Zasiłki okresowe, celowe i pomoc w naturze oraz składki na ubezpieczenia emerytalne i rentowe 45.4 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna;1;Zasiłki okresowe, celowe i pomoc w naturze oraz składki na ubezpieczenia emerytalne i rentowe 1 zł
85/10;852;85216;Zasiłki stałe;78799;85/10-852-85216;85/10-852;78.8 MLN;Zasiłki stałe 78.8 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna;2;Zasiłki stałe 2 zł
85/10;852;85219;Ośrodki pomocy społecznej;44232;85/10-852-85219;85/10-852;44.2 MLN;Ośrodki pomocy społecznej 44.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna;1;Ośrodki pomocy społecznej 1 zł
85/10;852;85228;Usługi opiekuńcze i specjalistyczne usługi opiekuńcze;2358;85/10-852-85228;85/10-852;2.4 MLN;Usługi opiekuńcze i specjalistyczne usługi opiekuńcze 2.4 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna;0;Usługi opiekuńcze i specjalistyczne usługi opiekuńcze 0 zł
85/10;852;85230;Pomoc w zakresie dożywiania;24139;85/10-852-85230;85/10-852;24.1 MLN;Pomoc w zakresie dożywiania 24.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna;0;Pomoc w zakresie dożywiania 0 zł
85/10;852;85231;Pomoc dla cudzoziemców;45;85/10-852-85231;85/10-852;0.0 MLN;Pomoc dla cudzoziemców 0.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna;0;Pomoc dla cudzoziemców 0 zł
85/10;852;85295;Pozostała działalność;516;85/10-852-85295;85/10-852;0.5 MLN;Pozostała działalność 0.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna;0;Pozostała działalność 0 zł
85/10;853;;Pozostałe zadania w zakresie polityki społecznej;13581;85/10-853;85/10;13.6 MLN;Pozostałe zadania w zakresie polityki społecznej 13.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pozostałe zadania w zakresie polityki społecznej;0;Pozostałe zadania w zakresie polityki społecznej 0 zł
85/10;853;85321;Zespoły do spraw orzekania o niepełnosprawności;13580;85/10-853-85321;85/10-853;13.6 MLN;Zespoły do spraw orzekania o niepełnosprawności 13.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pozostałe zadania w zakresie polityki społecznej;0;Zespoły do spraw orzekania o niepełnosprawności 0 zł
85/10;853;85332;Wojewódzkie urzędy pracy;1;85/10-853-85332;85/10-853;0.0 MLN;Wojewódzkie urzędy pracy 0.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pozostałe zadania w zakresie polityki społecznej;0;Wojewódzkie urzędy pracy 0 zł
85/10;854;;Edukacyjna opieka wychowawcza;2517;85/10-854;85/10;2.5 MLN;Edukacyjna opieka wychowawcza 2.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Edukacyjna opieka wychowawcza;0;Edukacyjna opieka wychowawcza 0 zł
85/10;854;85412;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży;2517;85/10-854-85412;85/10-854;2.5 MLN;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży 2.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Edukacyjna opieka wychowawcza;0;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży 0 zł
85/10;855;;Rodzina;846912;85/10-855;85/10;846.9 MLN;Rodzina 846.9 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina;22;Rodzina 22 zł
85/10;855;85502;Świadczenia rodzinne, świadczenie z funduszu alimentacyjnego oraz składki na ubezpieczenia emerytalne i rentowe z ubezpieczenia społecznego;830741;85/10-855-85502;85/10-855;830.7 MLN;Świadczenia rodzinne, świadczenie z funduszu alimentacyjnego oraz składki na ubezpieczenia emerytalne i rentowe z ubezpieczenia społecznego 830.7 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina;21;Świadczenia rodzinne, świadczenie z funduszu alimentacyjnego oraz składki na ubezpieczenia emerytalne i rentowe z ubezpieczenia społecznego 21 zł
85/10;855;85503;Karta Dużej Rodziny;55;85/10-855-85503;85/10-855;0.1 MLN;Karta Dużej Rodziny 0.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina;0;Karta Dużej Rodziny 0 zł
