Część;Dział;Rozdział;Treść;Plan;id;parent;label;super_label;Treść_część;Treść_dział
85/18;750;75095;Pozostała działalność;18;85/18-750-75095;85/18-750;0.0 MLN;Pozostała działalność 0.0 MLN;WOJEWÓDZTWO PODKARPACKIE;Administracja publiczna
85/18;752;;Obrona narodowa;2327;85/18-752;85/18;2.3 MLN;Obrona narodowa 2.3 MLN;WOJEWÓDZTWO PODKARPACKIE;Obrona narodowa
85/18;752;75212;Pozostałe wydatki obronne;143;85/18-752-75212;85/18-752;0.1 MLN;Pozostałe wydatki obronne 0.1 MLN;WOJEWÓDZTWO PODKARPACKIE;Obrona narodowa
85/18;752;75224;Kwalifikacja wojskowa;2184;85/18-752-75224;85/18-752;2.2 MLN;Kwalifikacja wojskowa 2.2 MLN;WOJEWÓDZTWO PODKARPACKIE;Obrona narodowa
85/18;754;;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;222874;85/18-754;85/18;222.9 MLN;Bezpieczeństwo publiczne i ochrona przeciwpożarowa 222.9 MLN;WOJEWÓDZTWO PODKARPACKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
85/18;754;75410;Komendy wojewódzkie Państwowej Straży Pożarnej;18743;85/18-754-75410;85/18-754;18.7 MLN;Komendy wojewódzkie Państwowej Straży Pożarnej 18.7 MLN;WOJEWÓDZTWO PODKARPACKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
85/18;754;75411;Komendy powiatowe Państwowej Straży Pożarnej;201420;85/18-754-75411;85/18-754;201.4 MLN;Komendy powiatowe Państwowej Straży Pożarnej 201.4 MLN;WOJEWÓDZTWO PODKARPACKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
85/18;754;75415;Zadania ratownictwa górskiego i wodnego;160;85/18-754-75415;85/18-754;0.2 MLN;Zadania ratownictwa górskiego i wodnego 0.2 MLN;WOJEWÓDZTWO PODKARPACKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
85/18;754;75421;Zarządzanie kryzysowe;2551;85/18-754-75421;85/18-754;2.6 MLN;Zarządzanie kryzysowe 2.6 MLN;WOJEWÓDZTWO PODKARPACKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
85/18;755;;Wymiar sprawiedliwości;5610;85/18-755;85/18;5.6 MLN;Wymiar sprawiedliwości 5.6 MLN;WOJEWÓDZTWO PODKARPACKIE;Wymiar sprawiedliwości
85/18;755;75515;Nieodpłatna pomoc prawna;5610;85/18-755-75515;85/18-755;5.6 MLN;Nieodpłatna pomoc prawna 5.6 MLN;WOJEWÓDZTWO PODKARPACKIE;Wymiar sprawiedliwości
85/18;758;;Różne rozliczenia;15800;85/18-758;85/18;15.8 MLN;Różne rozliczenia 15.8 MLN;WOJEWÓDZTWO PODKARPACKIE;Różne rozliczenia
85/18;758;75814;Różne rozliczenia finansowe;3008;85/18-758-75814;85/18-758;3.0 MLN;Różne rozliczenia finansowe 3.0 MLN;WOJEWÓDZTWO PODKARPACKIE;Różne rozliczenia
85/18;758;75818;Rezerwy ogólne i celowe;12461;85/18-758-75818;85/18-758;12.5 MLN;Rezerwy ogólne i celowe 12.5 MLN;WOJEWÓDZTWO PODKARPACKIE;Różne rozliczenia
85/18;758;75860;Euroregiony;331;85/18-758-75860;85/18-758;0.3 MLN;Euroregiony 0.3 MLN;WOJEWÓDZTWO PODKARPACKIE;Różne rozliczenia
85/18;801;;Oświata i wychowanie;17723;85/18-801;85/18;17.7 MLN;Oświata i wychowanie 17.7 MLN;WOJEWÓDZTWO PODKARPACKIE;Oświata i wychowanie
85/18;801;80136;Kuratoria oświaty;12519;85/18-801-80136;85/18-801;12.5 MLN;Kuratoria oświaty 12.5 MLN;WOJEWÓDZTWO PODKARPACKIE;Oświata i wychowanie
85/18;801;80146;Dokształcanie i doskonalenie nauczycieli;4390;85/18-801-80146;85/18-801;4.4 MLN;Dokształcanie i doskonalenie nauczycieli 4.4 MLN;WOJEWÓDZTWO PODKARPACKIE;Oświata i wychowanie
85/18;801;80195;Pozostała działalność;814;85/18-801-80195;85/18-801;0.8 MLN;Pozostała działalność 0.8 MLN;WOJEWÓDZTWO PODKARPACKIE;Oświata i wychowanie
85/18;851;;Ochrona zdrowia;222721;85/18-851;85/18;222.7 MLN;Ochrona zdrowia 222.7 MLN;WOJEWÓDZTWO PODKARPACKIE;Ochrona zdrowia
85/18;851;85132;Inspekcja Sanitarna;182694;85/18-851-85132;85/18-851;182.7 MLN;Inspekcja Sanitarna 182.7 MLN;WOJEWÓDZTWO PODKARPACKIE;Ochrona zdrowia
85/18;851;85133;Inspekcja Farmaceutyczna;4159;85/18-851-85133;85/18-851;4.2 MLN;Inspekcja Farmaceutyczna 4.2 MLN;WOJEWÓDZTWO PODKARPACKIE;Ochrona zdrowia
85/18;851;85141;Ratownictwo medyczne;150;85/18-851-85141;85/18-851;0.1 MLN;Ratownictwo medyczne 0.1 MLN;WOJEWÓDZTWO PODKARPACKIE;Ochrona zdrowia
85/18;851;85146;Działalność dyspozytorni medycznych;12195;85/18-851-85146;85/18-851;12.2 MLN;Działalność dyspozytorni medycznych 12.2 MLN;WOJEWÓDZTWO PODKARPACKIE;Ochrona zdrowia
85/18;851;85157;Staże i specjalizacje medyczne;22731;85/18-851-85157;85/18-851;22.7 MLN;Staże i specjalizacje medyczne 22.7 MLN;WOJEWÓDZTWO PODKARPACKIE;Ochrona zdrowia
85/18;851;85195;Pozostała działalność;792;85/18-851-85195;85/18-851;0.8 MLN;Pozostała działalność 0.8 MLN;WOJEWÓDZTWO PODKARPACKIE;Ochrona zdrowia
85/18;852;;Pomoc społeczna;284834;85/18-852;85/18;284.8 MLN;Pomoc społeczna 284.8 MLN;WOJEWÓDZTWO PODKARPACKIE;Pomoc społeczna
85/18;852;85202;Domy pomocy społecznej;51691;85/18-852-85202;85/18-852;51.7 MLN;Domy pomocy społecznej 51.7 MLN;WOJEWÓDZTWO PODKARPACKIE;Pomoc społeczna
85/18;852;85203;Ośrodki wsparcia;67490;85/18-852-85203;85/18-852;67.5 MLN;Ośrodki wsparcia 67.5 MLN;WOJEWÓDZTWO PODKARPACKIE;Pomoc społeczna
85/18;852;85205;Zadania w zakresie przeciwdziałania przemocy w rodzinie;2481;85/18-852-85205;85/18-852;2.5 MLN;Zadania w zakresie przeciwdziałania przemocy w rodzinie 2.5 MLN;WOJEWÓDZTWO PODKARPACKIE;Pomoc społeczna
85/18;852;85213;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej;4200;85/18-852-85213;85/18-852;4.2 MLN;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej 4.2 MLN;WOJEWÓDZTWO PODKARPACKIE;Pomoc społeczna
85/18;852;85214;Zasiłki okresowe, celowe i pomoc w naturze oraz składki na ubezpieczenia emerytalne i rentowe;40658;85/18-852-85214;85/18-852;40.7 MLN;Zasiłki okresowe, celowe i pomoc w naturze oraz składki na ubezpieczenia emerytalne i rentowe 40.7 MLN;WOJEWÓDZTWO PODKARPACKIE;Pomoc społeczna
85/18;852;85216;Zasiłki stałe;52119;85/18-852-85216;85/18-852;52.1 MLN;Zasiłki stałe 52.1 MLN;WOJEWÓDZTWO PODKARPACKIE;Pomoc społeczna
85/18;852;85219;Ośrodki pomocy społecznej;23170;85/18-852-85219;85/18-852;23.2 MLN;Ośrodki pomocy społecznej 23.2 MLN;WOJEWÓDZTWO PODKARPACKIE;Pomoc społeczna
85/18;852;85228;Usługi opiekuńcze i specjalistyczne usługi opiekuńcze;14571;85/18-852-85228;85/18-852;14.6 MLN;Usługi opiekuńcze i specjalistyczne usługi opiekuńcze 14.6 MLN;WOJEWÓDZTWO PODKARPACKIE;Pomoc społeczna
85/18;852;85230;Pomoc w zakresie dożywiania;27454;85/18-852-85230;85/18-852;27.5 MLN;Pomoc w zakresie dożywiania 27.5 MLN;WOJEWÓDZTWO PODKARPACKIE;Pomoc społeczna
85/18;852;85295;Pozostała działalność;1000;85/18-852-85295;85/18-852;1.0 MLN;Pozostała działalność 1.0 MLN;WOJEWÓDZTWO PODKARPACKIE;Pomoc społeczna
85/18;853;;Pozostałe zadania w zakresie polityki społecznej;14632;85/18-853;85/18;14.6 MLN;Pozostałe zadania w zakresie polityki społecznej 14.6 MLN;WOJEWÓDZTWO PODKARPACKIE;Pozostałe zadania w zakresie polityki społecznej
85/18;853;85321;Zespoły do spraw orzekania o niepełnosprawności;14573;85/18-853-85321;85/18-853;14.6 MLN;Zespoły do spraw orzekania o niepełnosprawności 14.6 MLN;WOJEWÓDZTWO PODKARPACKIE;Pozostałe zadania w zakresie polityki społecznej
85/18;853;85332;Wojewódzkie urzędy pracy;1;85/18-853-85332;85/18-853;0.0 MLN;Wojewódzkie urzędy pracy 0.0 MLN;WOJEWÓDZTWO PODKARPACKIE;Pozostałe zadania w zakresie polityki społecznej
85/18;853;85395;Pozostała działalność;58;85/18-853-85395;85/18-853;0.1 MLN;Pozostała działalność 0.1 MLN;WOJEWÓDZTWO PODKARPACKIE;Pozostałe zadania w zakresie polityki społecznej
85/18;854;;Edukacyjna opieka wychowawcza;1735;85/18-854;85/18;1.7 MLN;Edukacyjna opieka wychowawcza 1.7 MLN;WOJEWÓDZTWO PODKARPACKIE;Edukacyjna opieka wychowawcza
85/18;854;85412;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży;1735;85/18-854-85412;85/18-854;1.7 MLN;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży 1.7 MLN;WOJEWÓDZTWO PODKARPACKIE;Edukacyjna opieka wychowawcza
85/18;855;;Rodzina;1091910;85/18-855;85/18;1.1 MLD;Rodzina 1.1 MLD;WOJEWÓDZTWO PODKARPACKIE;Rodzina
85/18;855;85502;Świadczenia rodzinne, świadczenie z funduszu alimentacyjnego oraz składki na ubezpieczenia emerytalne i rentowe z ubezpieczenia społecznego;1071565;85/18-855-85502;85/18-855;1.1 MLD;Świadczenia rodzinne, świadczenie z funduszu alimentacyjnego oraz składki na ubezpieczenia emerytalne i rentowe z ubezpieczenia społecznego 1.1 MLD;WOJEWÓDZTWO PODKARPACKIE;Rodzina
85/18;855;85503;Karta Dużej Rodziny;80;85/18-855-85503;85/18-855;0.1 MLN;Karta Dużej Rodziny 0.1 MLN;WOJEWÓDZTWO PODKARPACKIE;Rodzina
85/18;855;85509;Działalność ośrodków adopcyjnych;1758;85/18-855-85509;85/18-855;1.8 MLN;Działalność ośrodków adopcyjnych 1.8 MLN;WOJEWÓDZTWO PODKARPACKIE;Rodzina
85/18;855;85513;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia rodzinne oraz za osoby pobierające zasiłki dla opiekunów;13600;85/18-855-85513;85/18-855;13.6 MLN;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia rodzinne oraz za osoby pobierające zasiłki dla opiekunów 13.6 MLN;WOJEWÓDZTWO PODKARPACKIE;Rodzina
85/18;855;85515;Koordynacja systemów zabezpieczenia społecznego w obszarze świadczeń rodzinnych oraz świadczenia wychowawczego;4771;85/18-855-85515;85/18-855;4.8 MLN;Koordynacja systemów zabezpieczenia społecznego w obszarze świadczeń rodzinnych oraz świadczenia wychowawczego 4.8 MLN;WOJEWÓDZTWO PODKARPACKIE;Rodzina
85/18;855;85516;System opieki nad dziećmi w wieku do lat 3;136;85/18-855-85516;85/18-855;0.1 MLN;System opieki nad dziećmi w wieku do lat 3 0.1 MLN;WOJEWÓDZTWO PODKARPACKIE;Rodzina
85/18;900;;Gospodarka komunalna i ochrona środowiska;13847;85/18-900;85/18;13.8 MLN;Gospodarka komunalna i ochrona środowiska 13.8 MLN;WOJEWÓDZTWO PODKARPACKIE;Gospodarka komunalna i ochrona środowiska
85/18;900;90014;Inspekcja Ochrony Środowiska;13847;85/18-900-90014;85/18-900;13.8 MLN;Inspekcja Ochrony Środowiska 13.8 MLN;WOJEWÓDZTWO PODKARPACKIE;Gospodarka komunalna i ochrona środowiska
85/18;921;;Kultura i ochrona dziedzictwa narodowego;15861;85/18-921;85/18;15.9 MLN;Kultura i ochrona dziedzictwa narodowego 15.9 MLN;WOJEWÓDZTWO PODKARPACKIE;Kultura i ochrona dziedzictwa narodowego
85/18;921;92120;Ochrona zabytków i opieka nad zabytkami;9773;85/18-921-92120;85/18-921;9.8 MLN;Ochrona zabytków i opieka nad zabytkami 9.8 MLN;WOJEWÓDZTWO PODKARPACKIE;Kultura i ochrona dziedzictwa narodowego
85/18;921;92121;Wojewódzkie Urzędy Ochrony Zabytków;6088;85/18-921-92121;85/18-921;6.1 MLN;Wojewódzkie Urzędy Ochrony Zabytków 6.1 MLN;WOJEWÓDZTWO PODKARPACKIE;Kultura i ochrona dziedzictwa narodowego
85/18;925;;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody;650;85/18-925;85/18;0.7 MLN;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody 0.7 MLN;WOJEWÓDZTWO PODKARPACKIE;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody
85/18;925;92502;Parki krajobrazowe;650;85/18-925-92502;85/18-925;0.7 MLN;Parki krajobrazowe 0.7 MLN;WOJEWÓDZTWO PODKARPACKIE;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody
85/20;;;WOJEWÓDZTWO PODLASKIE;1311008;85/20;total;1.3 MLD;WOJEWÓDZTWO PODLASKIE 1.3 MLD;WOJEWÓDZTWO PODLASKIE;WOJEWÓDZTWO PODLASKIE
85/20;010;;Rolnictwo i łowiectwo;157709;85/20-010;85/20;157.7 MLN;Rolnictwo i łowiectwo 157.7 MLN;WOJEWÓDZTWO PODLASKIE;Rolnictwo i łowiectwo
85/20;010;01005;Prace geodezyjno-urządzeniowe na potrzeby rolnictwa;60151;85/20-010-01005;85/20-010;60.2 MLN;Prace geodezyjno-urządzeniowe na potrzeby rolnictwa 60.2 MLN;WOJEWÓDZTWO PODLASKIE;Rolnictwo i łowiectwo
85/20;010;01009;Spółki wodne;100;85/20-010-01009;85/20-010;0.1 MLN;Spółki wodne 0.1 MLN;WOJEWÓDZTWO PODLASKIE;Rolnictwo i łowiectwo
85/20;010;01022;Zwalczanie chorób zakaźnych zwierząt oraz badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt i produktach pochodzenia zwierzęcego;13822;85/20-010-01022;85/20-010;13.8 MLN;Zwalczanie chorób zakaźnych zwierząt oraz badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt i produktach pochodzenia zwierzęcego 13.8 MLN;WOJEWÓDZTWO PODLASKIE;Rolnictwo i łowiectwo
85/20;010;01023;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych;2914;85/20-010-01023;85/20-010;2.9 MLN;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych 2.9 MLN;WOJEWÓDZTWO PODLASKIE;Rolnictwo i łowiectwo
85/20;010;01032;Państwowa Inspekcja Ochrony Roślin i Nasiennictwa;11172;85/20-010-01032;85/20-010;11.2 MLN;Państwowa Inspekcja Ochrony Roślin i Nasiennictwa 11.2 MLN;WOJEWÓDZTWO PODLASKIE;Rolnictwo i łowiectwo
85/20;010;01033;Wojewódzkie inspektoraty weterynarii;11523;85/20-010-01033;85/20-010;11.5 MLN;Wojewódzkie inspektoraty weterynarii 11.5 MLN;WOJEWÓDZTWO PODLASKIE;Rolnictwo i łowiectwo
85/20;010;01034;Powiatowe inspektoraty weterynarii;46566;85/20-010-01034;85/20-010;46.6 MLN;Powiatowe inspektoraty weterynarii 46.6 MLN;WOJEWÓDZTWO PODLASKIE;Rolnictwo i łowiectwo
85/20;010;01041;Program Rozwoju Obszarów Wiejskich;8000;85/20-010-01041;85/20-010;8.0 MLN;Program Rozwoju Obszarów Wiejskich 8.0 MLN;WOJEWÓDZTWO PODLASKIE;Rolnictwo i łowiectwo
85/20;010;01095;Pozostała działalność;3461;85/20-010-01095;85/20-010;3.5 MLN;Pozostała działalność 3.5 MLN;WOJEWÓDZTWO PODLASKIE;Rolnictwo i łowiectwo
85/20;020;;Leśnictwo;130;85/20-020;85/20;0.1 MLN;Leśnictwo 0.1 MLN;WOJEWÓDZTWO PODLASKIE;Leśnictwo
85/20;020;02001;Gospodarka leśna;130;85/20-020-02001;85/20-020;0.1 MLN;Gospodarka leśna 0.1 MLN;WOJEWÓDZTWO PODLASKIE;Leśnictwo
85/20;050;;Rybołówstwo i rybactwo;2480;85/20-050;85/20;2.5 MLN;Rybołówstwo i rybactwo 2.5 MLN;WOJEWÓDZTWO PODLASKIE;Rybołówstwo i rybactwo
85/20;050;05003;Państwowa Straż Rybacka;1968;85/20-050-05003;85/20-050;2.0 MLN;Państwowa Straż Rybacka 2.0 MLN;WOJEWÓDZTWO PODLASKIE;Rybołówstwo i rybactwo
85/20;050;05011;Program Operacyjny Zrównoważony rozwój sektora rybołówstwa i nadbrzeżnych obszarów rybackich 2007–2013, Program Operacyjny Rybactwo i Morze 2014–2020 oraz Program Fundusze Europejskie dla Rybactwa;512;85/20-050-05011;85/20-050;0.5 MLN;Program Operacyjny Zrównoważony rozwój sektora rybołówstwa i nadbrzeżnych obszarów rybackich 2007–2013, Program Operacyjny Rybactwo i Morze 2014–2020 oraz Program Fundusze Europejskie dla Rybactwa 0.5 MLN;WOJEWÓDZTWO PODLASKIE;Rybołówstwo i rybactwo
85/20;500;;Handel;6035;85/20-500;85/20;6.0 MLN;Handel 6.0 MLN;WOJEWÓDZTWO PODLASKIE;Handel
85/20;500;50001;Inspekcja Handlowa;6035;85/20-500-50001;85/20-500;6.0 MLN;Inspekcja Handlowa 6.0 MLN;WOJEWÓDZTWO PODLASKIE;Handel
85/20;600;;Transport i łączność;66261;85/20-600;85/20;66.3 MLN;Transport i łączność 66.3 MLN;WOJEWÓDZTWO PODLASKIE;Transport i łączność
85/20;600;60003;Krajowe pasażerskie przewozy autobusowe;18125;85/20-600-60003;85/20-600;18.1 MLN;Krajowe pasażerskie przewozy autobusowe 18.1 MLN;WOJEWÓDZTWO PODLASKIE;Transport i łączność
85/20;600;60031;Przejścia graniczne;40401;85/20-600-60031;85/20-600;40.4 MLN;Przejścia graniczne 40.4 MLN;WOJEWÓDZTWO PODLASKIE;Transport i łączność
85/20;600;60055;Inspekcja Transportu Drogowego;7636;85/20-600-60055;85/20-600;7.6 MLN;Inspekcja Transportu Drogowego 7.6 MLN;WOJEWÓDZTWO PODLASKIE;Transport i łączność
85/20;600;60095;Pozostała działalność;99;85/20-600-60095;85/20-600;0.1 MLN;Pozostała działalność 0.1 MLN;WOJEWÓDZTWO PODLASKIE;Transport i łączność
85/20;630;;Turystyka;17;85/20-630;85/20;0.0 MLN;Turystyka 0.0 MLN;WOJEWÓDZTWO PODLASKIE;Turystyka
85/20;630;63095;Pozostała działalność;17;85/20-630-63095;85/20-630;0.0 MLN;Pozostała działalność 0.0 MLN;WOJEWÓDZTWO PODLASKIE;Turystyka
85/20;700;;Gospodarka mieszkaniowa;10231;85/20-700;85/20;10.2 MLN;Gospodarka mieszkaniowa 10.2 MLN;WOJEWÓDZTWO PODLASKIE;Gospodarka mieszkaniowa
85/20;700;70005;Gospodarka gruntami i nieruchomościami;10231;85/20-700-70005;85/20-700;10.2 MLN;Gospodarka gruntami i nieruchomościami 10.2 MLN;WOJEWÓDZTWO PODLASKIE;Gospodarka mieszkaniowa
85/20;710;;Działalność usługowa;20200;85/20-710;85/20;20.2 MLN;Działalność usługowa 20.2 MLN;WOJEWÓDZTWO PODLASKIE;Działalność usługowa
85/20;710;71005;Prace geologiczne (nieinwestycyjne);20;85/20-710-71005;85/20-710;0.0 MLN;Prace geologiczne (nieinwestycyjne) 0.0 MLN;WOJEWÓDZTWO PODLASKIE;Działalność usługowa
85/20;710;71012;Zadania z zakresu geodezji i kartografii;4305;85/20-710-71012;85/20-710;4.3 MLN;Zadania z zakresu geodezji i kartografii 4.3 MLN;WOJEWÓDZTWO PODLASKIE;Działalność usługowa
85/20;710;71015;Nadzór budowlany;15175;85/20-710-71015;85/20-710;15.2 MLN;Nadzór budowlany 15.2 MLN;WOJEWÓDZTWO PODLASKIE;Działalność usługowa
85/20;710;71035;Cmentarze;700;85/20-710-71035;85/20-710;0.7 MLN;Cmentarze 0.7 MLN;WOJEWÓDZTWO PODLASKIE;Działalność usługowa
85/20;750;;Administracja publiczna;78112;85/20-750;85/20;78.1 MLN;Administracja publiczna 78.1 MLN;WOJEWÓDZTWO PODLASKIE;Administracja publiczna
85/20;750;75011;Urzędy wojewódzkie;72029;85/20-750-75011;85/20-750;72.0 MLN;Urzędy wojewódzkie 72.0 MLN;WOJEWÓDZTWO PODLASKIE;Administracja publiczna
85/20;750;75046;Komisje egzaminacyjne;28;85/20-750-75046;85/20-750;0.0 MLN;Komisje egzaminacyjne 0.0 MLN;WOJEWÓDZTWO PODLASKIE;Administracja publiczna
85/20;750;75081;System powiadamiania ratunkowego;5782;85/20-750-75081;85/20-750;5.8 MLN;System powiadamiania ratunkowego 5.8 MLN;WOJEWÓDZTWO PODLASKIE;Administracja publiczna
85/20;750;75084;Funkcjonowanie wojewódzkich rad dialogu społecznego;273;85/20-750-75084;85/20-750;0.3 MLN;Funkcjonowanie wojewódzkich rad dialogu społecznego 0.3 MLN;WOJEWÓDZTWO PODLASKIE;Administracja publiczna
85/20;752;;Obrona narodowa;1487;85/20-752;85/20;1.5 MLN;Obrona narodowa 1.5 MLN;WOJEWÓDZTWO PODLASKIE;Obrona narodowa
85/20;752;75212;Pozostałe wydatki obronne;339;85/20-752-75212;85/20-752;0.3 MLN;Pozostałe wydatki obronne 0.3 MLN;WOJEWÓDZTWO PODLASKIE;Obrona narodowa
85/20;752;75224;Kwalifikacja wojskowa;1148;85/20-752-75224;85/20-752;1.1 MLN;Kwalifikacja wojskowa 1.1 MLN;WOJEWÓDZTWO PODLASKIE;Obrona narodowa
85/20;754;;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;140179;85/20-754;85/20;140.2 MLN;Bezpieczeństwo publiczne i ochrona przeciwpożarowa 140.2 MLN;WOJEWÓDZTWO PODLASKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
85/20;754;75410;Komendy wojewódzkie Państwowej Straży Pożarnej;16455;85/20-754-75410;85/20-754;16.5 MLN;Komendy wojewódzkie Państwowej Straży Pożarnej 16.5 MLN;WOJEWÓDZTWO PODLASKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
85/20;754;75411;Komendy powiatowe Państwowej Straży Pożarnej;122179;85/20-754-75411;85/20-754;122.2 MLN;Komendy powiatowe Państwowej Straży Pożarnej 122.2 MLN;WOJEWÓDZTWO PODLASKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
85/20;754;75415;Zadania ratownictwa górskiego i wodnego;342;85/20-754-75415;85/20-754;0.3 MLN;Zadania ratownictwa górskiego i wodnego 0.3 MLN;WOJEWÓDZTWO PODLASKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
85/20;754;75421;Zarządzanie kryzysowe;1203;85/20-754-75421;85/20-754;1.2 MLN;Zarządzanie kryzysowe 1.2 MLN;WOJEWÓDZTWO PODLASKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
85/20;755;;Wymiar sprawiedliwości;3300;85/20-755;85/20;3.3 MLN;Wymiar sprawiedliwości 3.3 MLN;WOJEWÓDZTWO PODLASKIE;Wymiar sprawiedliwości
85/20;755;75515;Nieodpłatna pomoc prawna;3300;85/20-755-75515;85/20-755;3.3 MLN;Nieodpłatna pomoc prawna 3.3 MLN;WOJEWÓDZTWO PODLASKIE;Wymiar sprawiedliwości
85/20;758;;Różne rozliczenia;7732;85/20-758;85/20;7.7 MLN;Różne rozliczenia 7.7 MLN;WOJEWÓDZTWO PODLASKIE;Różne rozliczenia
85/20;758;75814;Różne rozliczenia finansowe;411;85/20-758-75814;85/20-758;0.4 MLN;Różne rozliczenia finansowe 0.4 MLN;WOJEWÓDZTWO PODLASKIE;Różne rozliczenia
85/20;758;75818;Rezerwy ogólne i celowe;7321;85/20-758-75818;85/20-758;7.3 MLN;Rezerwy ogólne i celowe 7.3 MLN;WOJEWÓDZTWO PODLASKIE;Różne rozliczenia
85/20;801;;Oświata i wychowanie;11087;85/20-801;85/20;11.1 MLN;Oświata i wychowanie 11.1 MLN;WOJEWÓDZTWO PODLASKIE;Oświata i wychowanie
85/20;801;80136;Kuratoria oświaty;8467;85/20-801-80136;85/20-801;8.5 MLN;Kuratoria oświaty 8.5 MLN;WOJEWÓDZTWO PODLASKIE;Oświata i wychowanie
85/20;801;80146;Dokształcanie i doskonalenie nauczycieli;2313;85/20-801-80146;85/20-801;2.3 MLN;Dokształcanie i doskonalenie nauczycieli 2.3 MLN;WOJEWÓDZTWO PODLASKIE;Oświata i wychowanie
85/20;801;80195;Pozostała działalność;307;85/20-801-80195;85/20-801;0.3 MLN;Pozostała działalność 0.3 MLN;WOJEWÓDZTWO PODLASKIE;Oświata i wychowanie
85/20;851;;Ochrona zdrowia;150902;85/20-851;85/20;150.9 MLN;Ochrona zdrowia 150.9 MLN;WOJEWÓDZTWO PODLASKIE;Ochrona zdrowia
85/20;851;85132;Inspekcja Sanitarna;114321;85/20-851-85132;85/20-851;114.3 MLN;Inspekcja Sanitarna 114.3 MLN;WOJEWÓDZTWO PODLASKIE;Ochrona zdrowia
85/20;851;85133;Inspekcja Farmaceutyczna;2308;85/20-851-85133;85/20-851;2.3 MLN;Inspekcja Farmaceutyczna 2.3 MLN;WOJEWÓDZTWO PODLASKIE;Ochrona zdrowia
85/20;851;85146;Działalność dyspozytorni medycznych;8637;85/20-851-85146;85/20-851;8.6 MLN;Działalność dyspozytorni medycznych 8.6 MLN;WOJEWÓDZTWO PODLASKIE;Ochrona zdrowia
85/20;851;85157;Staże i specjalizacje medyczne;24689;85/20-851-85157;85/20-851;24.7 MLN;Staże i specjalizacje medyczne 24.7 MLN;WOJEWÓDZTWO PODLASKIE;Ochrona zdrowia
85/20;851;85195;Pozostała działalność;947;85/20-851-85195;85/20-851;0.9 MLN;Pozostała działalność 0.9 MLN;WOJEWÓDZTWO PODLASKIE;Ochrona zdrowia
85/20;852;;Pomoc społeczna;165389;85/20-852;85/20;165.4 MLN;Pomoc społeczna 165.4 MLN;WOJEWÓDZTWO PODLASKIE;Pomoc społeczna
85/20;852;85202;Domy pomocy społecznej;29500;85/20-852-85202;85/20-852;29.5 MLN;Domy pomocy społecznej 29.5 MLN;WOJEWÓDZTWO PODLASKIE;Pomoc społeczna
85/20;852;85203;Ośrodki wsparcia;23134;85/20-852-85203;85/20-852;23.1 MLN;Ośrodki wsparcia 23.1 MLN;WOJEWÓDZTWO PODLASKIE;Pomoc społeczna
85/20;852;85205;Zadania w zakresie przeciwdziałania przemocy w rodzinie;1469;85/20-852-85205;85/20-852;1.5 MLN;Zadania w zakresie przeciwdziałania przemocy w rodzinie 1.5 MLN;WOJEWÓDZTWO PODLASKIE;Pomoc społeczna
85/20;852;85213;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej;2663;85/20-852-85213;85/20-852;2.7 MLN;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej 2.7 MLN;WOJEWÓDZTWO PODLASKIE;Pomoc społeczna
